ID,NAME,E_NAME,TVAL,SVAL,PVAL,AP_RATE,DEPTH,RARITY,WEIGHT,COST,SIZE_LOWER,SIZE_UPPER,BASE_AC,BASE_EV,BASE_DAMAGE,PLUS_HIT,PLUS_DAM,PLUS_AC,PLUS_EV,FLAGS,ADD_CREATURE_TRAITS,DESCRIPTION,E_DESCRIPTION,COMMENT
11,《ネンヤ》という,of Power (Nenya),45,35,2,100,80,140,2,200000,0,0,0,0,1d1,11,11,0,0,STR|INT|WIS|DEX|CON|CHR|SPEED|HIDE_TYPE|ACTIVATE|HOLD_LIFE|FREE_ACT|SEE_INVIS|LEVITATION|REGEN|SHOW_MODS|SUST_INT|SUST_WIS|IM_COLD|XTRA_POWER|INSTA_ART,,冷気の凝縮した真っ白な宝石がはめられた指輪だ。エルフにより作られサウロンから隠された三つの力の指輪のうちの一つだ。,"The Ring of Adamant, with a pure white stone as centerpiece.  Nenya is one of the three Rings of Power created by the Elves and hidden by them from Sauron.",#D:中つ国ではガラドリエルが所有していた。# The Ring of Power (Vilya)
12,《ヴィルヤ》という,of Power (Vilya),45,36,3,100,90,170,2,300000,0,0,0,0,1d1,12,12,0,0,STR|INT|WIS|DEX|CON|CHR|SPEED|HIDE_TYPE|ACTIVATE|HOLD_LIFE|FREE_ACT|SEE_INVIS|LEVITATION|SLOW_DIGEST|REGEN|SUST_INT|SUST_WIS|SUST_STR|SUST_DEX|IM_ELEC|INSTA_ART|XTRA_POWER,,星の様に輝く透き通ったサファイアの指輪だ。エルフにより作られサウロンから隠された三つの力の指輪のうちの一つだ。,"The Ring of Sapphire, with clear blue gems that shine like stars, glittering untouchable despite all that Morgoth ever wrought.  Vilya is one of the three Rings of Power created by the Elves and hidden by them from Sauron.",#D:中つ国ではエルロンドが所有していた。# The Ring of Power (The One Ring)
13,《一つの指輪》という,of Power (The One Ring),45,37,5,100,100,255,2,5000000,0,0,0,0,1d1,15,15,0,0,STR|INT|WIS|DEX|CON|CHR|SPEED|HIDE_TYPE|ACTIVATE|CURSED|HEAVY_CURSE|DIVINE_CURSE|AGGRAVATE|DRAIN_EXP|SEE_INVIS|REGEN|TY_CURSE|IM_FIRE|IM_COLD|IM_ELEC|IM_ACID|SUST_STR|SUST_DEX|SUST_CON|SUST_INT|SUST_WIS|SUST_CHR|INSTA_ART|XTRA_POWER|XTRA_H_RES|ESP_DEMON|ESP_UNDEAD,,「一つの指輪は全てを統べ、一つの指輪はすべてを見つけ、一つの指輪はすべてを捕えてくらやみのなかにつなぎとめる。」重厚な金の指輪で、モルドールの忌まわしい言葉でルーン文字が刻んである。このイシルドゥアの禍の力はあまりにも強大なので、普通の者はそれを身に付けるだけで歪められ支配されてしまう。,"""One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them.""  Made of massive gold, and set with runes in the foul speech of Mordor, Isildur's Bane possesses powers so great that it inevitably twists and masters any earthly being who wears it.",
14,《アホヤ》という,of Cower (Darnya),45,50,-5,100,100,100,2,0,0,0,0,0,1d1,-15,-15,0,0,STR|INT|WIS|DEX|CON|CHR|SPEED|HIDE_TYPE|ACTIVATE|CURSED|HEAVY_CURSE|DIVINE_CURSE|AGGRAVATE|DRAIN_EXP|TY_CURSE|INSTA_ART,,安っぽい金メッキの指輪で、へけけな言葉でルーン文字が刻んである。このわけわからん禍の力はあまりにも強大なので、普通の者はそれを身に付けるだけで歪められ支配されてしまう。,"Adorned, showy gilding, set with runes in the strange speech of Heheh, with power so great that it inevitably twists and masters any earthly being who wears it.",
15,パランティアの石,Palantir~ of Westernesse,39,8,3,100,60,50,10,60000,0,0,0,0,1d1,0,0,0,0,WIS|CHR|ACTIVATE|TELEPATHY|INSTA_ART|FULL_NAME,,この白く輝く不滅の水晶球は、古くはヌメノールの歴代の王に、後にはエレンディルをはじめとする流浪の民によって、離れた土地の間の高速通信に用いられた「遠望」の石だ。,"A shining white ball of unbreakable crystal, the ancient palantiri, or 'far-watchers', were used by kings of Numenor and later by the Exiles for rapid communication between distant lands. ",
16,『クリムゾン』,'Crimson',19,50,4,100,60,150,100,100000,0,0,0,0,0d0,20,20,0,0,SPEED|STEALTH|RES_NETHER|ACTIVATE|SHOW_MODS|INSTA_ART|XTRA_POWER|XTRA_H_RES,,「―そこは街全体が魔物の住処と化していた。そのとき思わず使った銃－クリムゾンが越前を助け、そして、たたかうごとに、クリムゾンはより強力な武器へと進化していった。―」(デスクリムゾン，エコールソフトウェア),,
17,知識の,of Lore,39,7,0,100,15,12,15,20000,0,0,0,0,1d1,0,0,0,0,ACTIVATE|INSTA_ART,,この大きなエメラルドの中の緑の深淵をのぞき込む時、あなたの精神は知識の心象と恐るべき理解によって満たされる。,A great emerald that fills your mind with images of knowledge and dreadful understanding as you stare into its depths.,
18,ファラミアの,of Faramir,40,17,3,100,30,60,2,20000,0,0,0,0,0d0,12,0,0,0,STEALTH|SHOW_MODS|HIDE_TYPE|RES_CONF|SUST_DEX|ACTIVATE|INSTA_ART,,「まことの銀」で作られた首飾りで、身に付ける者を助けて守るイシリエンの静かな魔法が秘められている。,"A slim neckpiece of True-silver, with quiet spells of Ithilien to aid and protect the wearer.","# The Adamantite Plate Mail 'Soulkeeper'#J0# 日本語化, Ko#J0#N:19:『魂保持者』#J0#N:19:『守護魂』"
19,『魂の守り手』,'Soulkeeper',37,30,2,100,75,9,420,200000,0,11,40,0,2d4,-4,0,20,0,CON|HOLD_LIFE|SUST_CON|RES_ACID|RES_COLD|RES_DARK|RES_NETHER|RES_NEXUS|RES_CHAOS|ACTIVATE,,永遠不滅のアダマンタイトで作られた鎧で、あらゆる邪悪な力や破壊的な魔法を跳ね返す霊力を秘め、着用者の生命力を守ることにかけては何物にも優る。,"A suit of imperishable adamant, with conquerable strength to endure evil and disruptive magics, that protects the life force of its wearer like nothing else can.",# The Full Plate Armour of Isildur#J0# wp.273
20,イシルドゥアの,of Isildur,37,15,2,100,30,3,300,50000,0,12,25,0,2d4,0,0,25,0,CON|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_SOUND|RES_CONF|RES_NEXUS,,装備する者の首から足までをカバーする輝く鋼鉄の鎧で、邪悪なものを退け頑強さを増すルーン文字が表面に深く刻まれている。かつてサウロンから指輪を奪うのに成功したエレンディルの息子イシルドゥアが身に付けていた。,"A gleaming steel suit covering the wearer from neck to foot, with runes of warding and stability deeply engraved into its surface.","# The Metal Brigandine Armour of the Rohirrim#J0# (コメント)#J0##J0# wp.245, p.237#J0##J0# (しとしんのコメント)#J0# > で、固有名詞関係なのですが、例えば#J0# > of the Rohirrim                 ロヒアリム→ロヒリム#J0# > ですが、これは以前他の方からも「ロヒリム」だ、と指摘されたの#J0# > ですが、新版指輪物語追補編 p.245 では「ロヒアリム」となって#J0# > います。で、それを伝えたら、どうも翻訳者によって色々と#J0# > 違うことが判明しました。すごいのになると５、６種類くらい#J0# > 読み方があったり(^_^;。どうするべきか自分でも判断がつきま#J0# > せんでしたので、一応新版指輪物語追補編の読み方にしておき#J0# > ました。具体的には「ルシアン」とか「オロリン」とかが#J0# > そうだと思います。#J0##J0# (小林さんのコメント)#J0# 私は新版は読んでないもので(^_^)．#J0##J0# 実際の「ロヒリム」「ルシエン」「オローリン」と「ロヒアリム」「ルシ#J0# アン」「オロリン」の違いは，日本語で書くと大きいけど，音としては微#J0# 妙で，英国人が聞いても聞き様で変わって来ると思います．#J0#"
21,ロヒアリムの,of the Rohirrim,37,9,2,100,30,3,200,30000,0,11,19,0,1d4,0,0,15,0,STR|DEX|HIDE_TYPE|XTRA_H_RES|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_CONF|RES_SOUND,,小さな鉄板が麻布の下地を被う二重の鎧で、双方に狩りと戦の光景が描かれている。この鎧を身に付けると、闘いで負け知らずだったローハン初代の王、青年王エオルの魂を感じることができる。,"Small metal plates cover an inner layer of sturdy canvas, and both bear scenes of hunting and war.  You feel the spirit of Eorl the Young, matchless in combat, around you as you put his armour on.",# The Mithril Chain Mail 'Belegennon' -> of Lohengrin#JZ# ワーグナー
22,騎士ローエングリンの,of Lohengrin,37,20,4,100,40,9,150,135000,0,11,28,0,1d4,-1,0,20,0,STEALTH|WIS|INT|SEE_INVIS|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_POIS|HOLD_LIFE|RES_NETHER|RES_DARK|RES_FEAR|ACTIVATE,,聖杯守護の騎士パルジファルの息子、ローエングリンの輝く鎧だ。身に付ける者はあらゆる邪悪なものを退け聖杯の加護を得る。(ワーグナー、「パルジファル」),,# The Mithril Plate Mail of Celeborn -> Julian#JZ#
23,アーデンの森の主ジュリアンの,of Julian,37,3,4,100,40,15,250,120000,0,10,15,0,2d4,-2,0,40,0,STR|CHR|HIDE_TYPE|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_DARK|RES_DISEN|XTRA_H_RES|ACTIVATE|ESP_ANIMAL,,真世界アンバーのアーデンの森を守るジュリアンの銀の鎧だ。,,"# The Chain Mail of Arvedui#J0# (コメント)#J0##J0#(都々目)#J0#＊基本的に名には肩書きを付けているようですし、アルヴェドゥイはアルノールの#J0#最後の王(新版追補編p15,p21)なので。#J0#"
24,アルヴェドゥイ王の,of Arvedui,37,4,2,100,20,3,220,32000,0,11,14,0,1d4,-2,0,15,0,STR|CHR|HIDE_TYPE|XTRA_H_RES|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_SHARDS|RES_NEXUS,,イシルドゥアの末裔であり、アングマール魔国と戦った北方王朝アルセダイン国の最後の王アルヴェドゥイが身に付けていた鎖帷子だ。これを装備する者はかの王の如き力強さを感じる。,"A hauberk, leggings, and sleeves of interlocking steel rings, well padded with leather. You feel strong and tall as Arvedui, last king of Arnor, as you put it on.",#D:体にフィットするよう皮の詰め物をした、鉄の輪を編んだ#D:鎖帷子と具足と肩当からなる。#D:これを装備する者はアルノールの最後の王アルヴェドゥイのような#D:力強さを感じる# The Augmented Chain Mail of Caspanion#J0# ???
25,カスパニオンの,of Caspanion,37,6,3,100,25,9,270,40000,0,11,16,0,1d4,-2,0,20,0,INT|WIS|CON|HIDE_TYPE|XTRA_H_RES|RES_ACID|RES_POIS|RES_CONF|ACTIVATE,,重要な部分が二重になった、手と足もカバーする鎖帷子だ。精神と肉体を強化する魔法がかかっており、いかなる障害も着用者の道を妨げることは出来ない。,"A hauberk, leggings, and sleeves of interlocking steel rings, strategically reinforced at vital locations with a second layer of chain.  Magics to enhance body and mind lie within, and no door can bar the wearer's path.",# The Leather Jacket 'of Shiva's Avatar'# A reward for 'The Old Castle' quest
26,シヴァの化身の,of Shiva's Avatar,36,12,1,100,30,50,120,100000,0,10,12,0,1d2,3,4,20,0,BLOWS|RES_SHARDS|HOLD_LIFE|SLOW_DIGEST|SUST_STR|SUST_DEX|SUST_CON|SUST_INT|SUST_WIS|SUST_CHR|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD,,ヒンズー教の最高神は創造の神ブラフマン、維持の神ヴィシュヌ、そして破壊神シヴァだ。これはその中でも最も強力なシヴァの力が宿った鎧だ。,,"# The Soft Leather Armour 'Hithlomir'#J0# ???, Ko"
27,『ヒスロミア』,'Hithlomir',36,4,4,100,20,3,80,45000,0,9,4,0,0d0,0,0,20,0,STEALTH|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_DARK|XTRA_H_RES,,「霧の宝石」を意味する名を持つ、この革の胴鎧は、暗闇に隠れる秘密の手段に、その見かけよりも遥かに適している。,"Familar with the secret ways hidden in darkness, this leather cuirass is truly more than it appears.",# The Leather Scale Mail 'Thalkettoth'#J0# ???
28,『サルケットス』,'Thalkettoth',36,11,3,100,20,3,60,25000,0,9,11,0,1d1,-1,0,25,0,DEX|HIDE_TYPE|RES_ACID|RES_SHARDS|XTRA_H_RES,,硬くした革製の鱗を厚く覆うように縫い付けた驚くほど軽い鎧であり、着る者に機敏さと自信を与える。,"An amazingly light tunic and skirt sewn with thick, overlapping scales of hardened leather whose wearer moves with agility and assurance.",#  Artifact 29 is unused# The Small Metal Shield of Thorin
30,トーリン王の,of Thorin,34,3,4,100,40,12,65,120000,0,12,5,0,1d2,0,0,21,0,STR|CON|HIDE_TYPE|FREE_ACT|IM_ACID|RES_SOUND|RES_CHAOS|XTRA_H_RES,,山の下の王トーリン・オーケンシールドの強さと頑丈さを受け継いだこの小さな金属の盾は、地のエレメントに対する完全な防御を可能にする。,"Invoking the strength and endurance of Thorin, King under the Mountain, this little metal shield is proof against the Element of Earth.",# The Large Leather Shield of Celegorm#J0# (コメント)#J0##J0#(都々目)#J0#＊シルマリルの物語より#J0#
31,金髪のケレゴルムの,of Celegorm,34,4,0,100,30,3,60,30000,0,13,6,0,1d2,0,0,20,0,RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_LITE|RES_DARK|XTRA_H_RES,,いまでは見られなくなった数々の伝説の生き物の装飾が施されたこの盾は、かつてヒムラドの王ケレゴルムを守っていた。地水火風のエレメントのせめぎ合いを内包し、それらの神秘的なバランスを保っている。,"This shield emblazoned with a multitude of creatures not seen for ages once protected Celegorm, lord of Himlad; around it lies a mystic balance  that contains the conflicts of the elements.",# The Large Metal Shield of Anarion#J0# (コメント)#J0##J0#(都々目)#J0#＊イシルドゥアに『王』を付けないならアナリオンにも付けるべきではないでしょ#J0#う(アナリオンはイシルドゥアの弟)。イシルドゥアとアナリオンは二人でゴンドー#J0#ル(オルギリアス)を統治していたし、王と云う肩書きは全然出てきていないので。#J0#
32,アナリオンの,of Anarion,34,5,0,100,40,9,120,160000,0,12,8,0,1d3,0,0,18,0,RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|SUST_STR|SUST_INT|SUST_WIS|SUST_DEX|SUST_CON|SUST_CHR|XTRA_H_RES,,かつてサウロンと勇敢に戦ったエレンディルの息子アナリオンの金属の盾だ。,"The great metal-bound shield of Anarion, son of Elendil, who Sauron found himself powerless to wither or diminish.",# A reward for 'The Old Castle' quest#JZ#ベンジャミン フランクリン、やだよぅそんなの。#JZ#ゼラズニイの「光の王」から以下のように変更。雷の槍ヴァジュラを#JZ#持っている。
33,インドラの,of Indra,11,32,2,100,30,50,15,100000,0,0,2,0,0d0,0,0,18,0,INT|WIS|CHR|SUST_INT|SUST_WIS|SUST_CHR|RES_BLIND|IM_ELEC,,雷神インドラの兜だ。,,# The Massive Iron Crown of Morgoth#JZ#
34,混沌の,of Chaos,33,50,125,100,100,1,20,10000000,0,0,0,0,1d1,0,0,0,0,STR|INT|WIS|DEX|CON|CHR|INFRA|HIDE_TYPE|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_POIS|RES_LITE|RES_DARK|RES_CONF|RES_NEXUS|LITE|SEE_INVIS|TELEPATHY|CURSED|HEAVY_CURSE|DIVINE_CURSE|NO_TELE|INSTA_ART|QUESTITEM,,宇宙の創世以前から存在していた混沌の宮廷において王位を象徴する王冠だ。,,# The Iron Crown of Beruthiel#J0# (コメント)#J0##J0#(都々目)#J0#＊旅の仲間下巻(私は文庫版しか持っていないのでページ数は省きます)、モリア坑#J0#道内でアラゴルンの台詞に『ベルシエル王妃』と云う言葉が出てきます。スポイラ#J0#でも王妃(女王？)となっておりますので。#J0#
35,ベルシエル王妃の,of Beruthiel,33,10,-2,100,40,12,20,0,0,9,0,0,1d1,0,0,25,0,STR|DEX|CON|HIDE_TYPE|DEC_MANA|EASY_SPELL|FREE_ACT|SEE_INVIS|TELEPATHY|CURSED|XTRA_POWER,,魔法使いの女王ベルシエル王妃の、真夜中の色をしたサークレットだ。肉体的代償と引き替えに卓越した眼力と知覚を授ける。,"The midnight-hued steel circlet of the sorceress-queen Beruthiel, which grants extraordinary powers of sight and awareness at a physical cost.",# The Hard Leather Cap of Thranduil#J0# wp.261
36,スランドゥイル王の,of Thranduil,32,2,2,100,20,2,15,50000,0,12,2,0,0d0,0,0,10,0,INT|WIS|HIDE_TYPE|RES_BLIND|TELEPATHY|XTRA_H_RES,,レゴラスの父であり、領土の森のあらゆる事を知るスランドウィル王のハンティング帽だ。,"The hunting cap of King Thranduil, to whose ears come all the secrets of his forest domain.",# The Metal Cap of Thengel#J0# wp.261
37,センゲル王の,of Thengel,32,3,3,100,10,2,20,22000,0,12,3,0,1d1,0,0,12,0,WIS|CHR|HIDE_TYPE,,黄金館の王セオデンの父センゲルが身に付けていた中央の尖った鉄兜で、武勇を示す絵が素晴らしい銀細工によって浮き彫りにされている。この兜は身に付ける者に高貴さと知見とを授ける。,"A ridged helmet made of steel, and embossed with scenes of valor in fine-engraved silver.  It grants the wearer nobility, clearness of thought and understanding.",# The Steel Helm of Hammerhand#J0# (コメント)#J0##J0# KOHKO-P さんに教わりました。#J0#
38,槌手王の,of Hammerhand,32,6,3,100,20,2,60,45000,0,11,6,0,1d3,0,0,20,0,STR|DEX|CON|HIDE_TYPE|RES_ACID|RES_NEXUS,,王家を侮辱した者を素手の決闘で殴り殺し、鎚手王と呼ばれたローハン第九代国王の頑強なグレートヘルムだ。,"A great helm as steady as the heroes of the Westdike. Mighty were the blows of Helm, the Hammerhand!",# The _DRAGON_ Helm of Dor-Lomin#J0# (コメント)#J0##J0# (都々目)#J0#＊シルマリルの物語では全て『ドル＝ローミン』と表記されています。更に、原作#J0#中では大体このように『竜の兜』と書かれていたので、「少しでも親しみがわくよ#J0#うに」日本語化されるのならこうすべきだと思います。#J0#
39,ドル=ローミンの,of Dor-Lomin,32,7,4,100,70,12,75,300000,0,11,8,0,1d3,0,0,20,0,STR|DEX|CON|HIDE_TYPE|RES_ACID|RES_ELEC|RES_FIRE|RES_COLD|RES_LITE|RES_BLIND|LITE|SEE_INVIS|TELEPATHY|ACTIVATE,,トゥーリン・トゥランバールの伝説の竜兜で、モルゴスの手下どもにとっては恐怖の対象である。,"The legendary dragon helm of Turin Turambar, a object of dread to the servants of Morgoth.",# The Iron Helm 'Holhenneth'#J0# ???
